diagnosticID,materialSampleID,measurementType,verbatimMeasurementType,verbatimMeasurementUnit,verbatimMeasurementValue,measurementValue,measurementUnit,measurementMethod,measurementSide,measurementRemarks,measurementAccuracy,measurementDeterminedDate,sampleType,diseaseLineage,genotypeMethod,diseaseTested,diseaseTestedPositiveCount,specimenDisposition,diseaseDetected,fatal,testMethod,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,zeScore,ageEstimationMethod,verbatimAgeValue,ageValue,ageUnit,materialSampleType,materialSampleCondition,reproductiveCondition,measurementDeterminedBy,measurementMethodURI,derivedDataType,derivedDataFormat,derivedDataURI,derivedDataFilename,PARInMicroMolQuantaMetersSquaredPerSecond,PARMethod,coralColonyHeightInCentimeters,coralColonyWidth1InCentimeters,coralColonyWidth2InCentimeters,coralColonyColorWatch,coralColonyColorWatch2,coralColonyTissueLoss,coralColonyTissueLossPercent,diseaseObservedName,diseaseObservedPrevalencePercent,coralColonyCyanobacteriaContact,coralColonyCyanobacteriaContactPercent,coralColonyCyanobacteriaOvergrown,coralColonyTurfContact,coralColonyTurfContactPercent,coralColonyTurfOvergrown,coralColonyAlgalContact,coralColonyAlgalcontactsNumber,coralColonyAlgalContactTypes,coralColonyMacroalgalContact,coralColonyMacroalgalContactsNumber,coralColonyMacroalgalContactTypes,coralColonyCCAContact,coralColonyCCAContaactPercent,coralColonyCCAOvergrown,coralColonySeagrassContact,coralColonyParrotfishBites,coralColonyInvertebrateContactTypes,coralColonycoralContactTypes,coralColonySedimentContact,bcid,expeditionCode,projectId,
b06d71b3ee5d0712f44fdd90334c9230,7139,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b06d71b3ee5d0712f44fdd90334c9230,release1,300,
fbce6733f5692c1e53cd74d0b6064cfb,6672,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2fbce6733f5692c1e53cd74d0b6064cfb,release1,300,
e0fc81a48c370bb6d91ec934a7f1c7f2,761,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2e0fc81a48c370bb6d91ec934a7f1c7f2,release1,300,
ebfd8ac7c0f3849f811fb8c27936bd0e,31916,,,,,,,,,Individual swabs tested; Date range 2010-4-6 to 2010-4-6,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2ebfd8ac7c0f3849f811fb8c27936bd0e,release2,300,
2de294fd12a0cd82afcf822715727d98,15750,,,,,,,,,Individual swabs tested; Date range= 2006-9-22 to 2006-9-22,,,swabbing,,,Bd,6,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD22de294fd12a0cd82afcf822715727d98,release1,300,
505827422f030a2533b1c698120ccec1,2364,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2505827422f030a2533b1c698120ccec1,release1,300,
7434a4d56747c258af045e832051ddbd,2363,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,65,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27434a4d56747c258af045e832051ddbd,release1,300,
3c5aeea97ee1283d5bad255a0431dc96,2362,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,3,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD23c5aeea97ee1283d5bad255a0431dc96,release1,300,
5f18c9592152c281a31316d437d2e85a,2356,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD25f18c9592152c281a31316d437d2e85a,release1,300,
50832217f9a9395898cc853cbb65ae2f,2361,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,43,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD250832217f9a9395898cc853cbb65ae2f,release1,300,
d9f9104d2823925ea2c8e622602a3469,2360,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,2,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2d9f9104d2823925ea2c8e622602a3469,release1,300,
dde593b1ee728ae30f9aea6c2737d1d5,2357,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,21,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2dde593b1ee728ae30f9aea6c2737d1d5,release1,300,
8d4dcf322d9865d7938f9720b35816b0,2358,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,16,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD28d4dcf322d9865d7938f9720b35816b0,release1,300,
fb7bf0b883e6bed33d56e0dc329c848e,2359,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2fb7bf0b883e6bed33d56e0dc329c848e,release1,300,
39f65caffb37c1deed7f5e965c553ae7,2366,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD239f65caffb37c1deed7f5e965c553ae7,release1,300,
0d110894300fec7a5ffb91146002915c,2354,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD20d110894300fec7a5ffb91146002915c,release1,300,
4f77282b6a2ec6027e83304fa24e80da,2355,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD24f77282b6a2ec6027e83304fa24e80da,release1,300,
9e64bfd363d7a1ec2e7205437973589f,2365,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD29e64bfd363d7a1ec2e7205437973589f,release1,300,
c9b19b7ea48b6d77096ab913e19221cb,6673,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,5,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c9b19b7ea48b6d77096ab913e19221cb,release1,300,
4cefb0843cabcaea83f0837c44ff9c2c,6426,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD24cefb0843cabcaea83f0837c44ff9c2c,release1,300,
e3bc9fffd7116418606e4182e4950735,3127,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2e3bc9fffd7116418606e4182e4950735,release1,300,
68032db3c7606161952cedf3ee083eea,7213,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD268032db3c7606161952cedf3ee083eea,release1,300,
7fe2e1f0dd3bbe47874920d0a8f5bb14,15754,,,,,,,,,Individual swabs tested; Date range= 2006-9-7 to 2006-9-7,,,swabbing,,,Bd,5,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27fe2e1f0dd3bbe47874920d0a8f5bb14,release1,300,
824f4ac5548845e281dd66440e10c463,15755,,,,,,,,,Individual swabs tested; Date range= 2006-9-7 to 2006-9-7,,,swabbing,,,Bd,2,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2824f4ac5548845e281dd66440e10c463,release1,300,
debc90f5aab579d3dca76f890f55db6c,15753,,,,,,,,,Individual swabs tested; Date range= 2006-9-7 to 2006-9-7,,,swabbing,,,Bd,48,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2debc90f5aab579d3dca76f890f55db6c,release1,300,
c154e9cc2190900fda46c470c67f49ea,15752,,,,,,,,,Individual swabs tested; Date range= 2006-9-7 to 2006-9-7,,,swabbing,,,Bd,4,,TRUE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c154e9cc2190900fda46c470c67f49ea,release1,300,
95eed44e6f6d09c3f5ab0f306cef337a,15039,,,,,,,,,Individual swabs tested; Date range= 2003-9- to 2004-3-,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD295eed44e6f6d09c3f5ab0f306cef337a,release1,300,
5d5dabc95fd3871ee0b2c97a446ba487,15040,,,,,,,,,Individual swabs tested; Date range= 2003-9- to 2004-3-,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD25d5dabc95fd3871ee0b2c97a446ba487,release1,300,
73d6ed97de9e4a23825397c32a475f2d,5982,,,,,,,,,Individual swabs tested; Date range= 2004-9- to 2004-12-,,,swabbing,,,Bd,1,,TRUE,FALSE,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD273d6ed97de9e4a23825397c32a475f2d,release1,300,
1453347bf3a88d0a3bfa71696741acf7,1268,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD21453347bf3a88d0a3bfa71696741acf7,release1,300,
f96bee1ceb67bcc920725e4a8789c076,6133,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2f96bee1ceb67bcc920725e4a8789c076,release1,300,
c73de2e140ac8b2c995170d16fd6ced4,6132,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c73de2e140ac8b2c995170d16fd6ced4,release1,300,
62c4c6ddc5a4591af2172c4b056ae15b,32055,,,,,,,,,Individual swabs tested; Date range 1993-12- to 1996-2-,,,swabbing,,,Bd,0,,FALSE,FALSE,Histology,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ262c4c6ddc5a4591af2172c4b056ae15b,release2,300,
e281c9bccc02aa45ea9aa35ed8f04ec4,7066,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2e281c9bccc02aa45ea9aa35ed8f04ec4,release1,300,
7fa7e4b9855c371650718843a4b96689,7067,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD27fa7e4b9855c371650718843a4b96689,release1,300,
5e2ea8cdf144aa12c75dc4dc4e1ed34e,7068,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD25e2ea8cdf144aa12c75dc4dc4e1ed34e,release1,300,
67f3abe747c558e18b3133229f1a39be,7073,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD267f3abe747c558e18b3133229f1a39be,release1,300,
bf69c639b640406d76fe74092c68e9f8,7072,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2bf69c639b640406d76fe74092c68e9f8,release1,300,
9710b5c5b866b38b2b9d66b5877dfa6d,7069,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD29710b5c5b866b38b2b9d66b5877dfa6d,release1,300,
a9d5e8a0e96cb085b195f25f5c102506,7070,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2a9d5e8a0e96cb085b195f25f5c102506,release1,300,
f49ccb54483f7408135b2b233779d849,7071,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2f49ccb54483f7408135b2b233779d849,release1,300,
f710a4bbe5d61985b98416cc73399607,33208,,,,,,,,,Individual swabs tested; Date range 2005-5- to 2005-9-,,,swabbing,,,Bd,3,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2f710a4bbe5d61985b98416cc73399607,release2,300,
5f3543b99927f12de98af7c31b702ab2,30918,,,,,,,,,Individual swabs tested; Date range 2006-11-13 to 2006-11-14,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ25f3543b99927f12de98af7c31b702ab2,release2,300,
46fecad9233f52c2d68b6e3116645280,30921,,,,,,,,,Individual swabs tested; Date range 2006-11-13 to 2006-11-13,,,swabbing,,,Bd,1,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ246fecad9233f52c2d68b6e3116645280,release2,300,
c9bc12f33814b0b9cc57a703a941d6ab,6357,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c9bc12f33814b0b9cc57a703a941d6ab,release1,300,
0d53c4389405339b551a0d515c279768,6019,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD20d53c4389405339b551a0d515c279768,release1,300,
f0f70b9f45f8062ce715327b788fa4b3,27913,,,,,,,,,Individual swabs tested; Date range 2008-7-14 to 2008-7-14,,,swabbing,,,Bd,31,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2f0f70b9f45f8062ce715327b788fa4b3,release2,300,
89e9f64b7d3934bdf98214c9b5e9d7a7,6130,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD289e9f64b7d3934bdf98214c9b5e9d7a7,release1,300,
759b4f764167477c998451825b23523a,26760,,,,,,,,,Individual swabs tested; Date range 2007-9-19 to 2007-9-19,,,swabbing,,,Bd,4,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2759b4f764167477c998451825b23523a,release2,300,
f653f372f0a72469c86997086442210b,27922,,,,,,,,,Individual swabs tested; Date range 2008-8-21 to 2008-8-21,,,swabbing,,,Bd,30,,TRUE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2f653f372f0a72469c86997086442210b,release2,300,
3c476e1b8d47586455b5a4a99804d456,6340,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,1,,TRUE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD23c476e1b8d47586455b5a4a99804d456,release1,300,
9237f9e854d6f75786af48c4d55e3474,19602,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD29237f9e854d6f75786af48c4d55e3474,release1,300,
f62a51f45e133ecb1aa92fb279729648,5996,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2f62a51f45e133ecb1aa92fb279729648,release1,300,
408f1bbf1f11a2650fde9946679bf9f7,6960,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2408f1bbf1f11a2650fde9946679bf9f7,release1,300,
4f5d97e52a93c49531050e91b9631513,31837,,,,,,,,,Individual swabs tested; Date range 2009--,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ24f5d97e52a93c49531050e91b9631513,release2,300,
34688c9bd3fe22b9842217f08728fee0,6260,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD234688c9bd3fe22b9842217f08728fee0,release1,300,
036d2d9836f31ff21f0043783e19185a,15751,,,,,,,,,Individual swabs tested; Date range= 2006-9-22 to 2006-9-22,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2036d2d9836f31ff21f0043783e19185a,release1,300,
2592c03f4373b860f0dafffe3f7447d5,6070,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD22592c03f4373b860f0dafffe3f7447d5,release1,300,
ab720fb2e3c8fe2542fa983fb3c0c572,6342,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2ab720fb2e3c8fe2542fa983fb3c0c572,release1,300,
d239d842398fff3b7d02a48aed8216dd,6630,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2d239d842398fff3b7d02a48aed8216dd,release1,300,
05f7c3dd4ff437a9f1cfdfd68d9ef895,6631,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD205f7c3dd4ff437a9f1cfdfd68d9ef895,release1,300,
b108f7649ca93b1809e7b60f889f61e5,6632,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2b108f7649ca93b1809e7b60f889f61e5,release1,300,
e5d95cf5f2cb9a8a546baabfc0078b8c,6633,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2e5d95cf5f2cb9a8a546baabfc0078b8c,release1,300,
73439b2c8462d357bf5edb1ed9aee8d2,26579,,,,,,,,,Individual swabs tested; Date range 2012-5- to 2012-5-,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ273439b2c8462d357bf5edb1ed9aee8d2,release2,300,
b7810fd1cf1d4f03135cbc24cf97ae33,26581,,,,,,,,,Individual swabs tested; Date range 2012-5- to 2012-5-,,,swabbing,,,Bd,0,,FALSE,FALSE,quantitative PCR,,,,lab of Principal Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsQ2b7810fd1cf1d4f03135cbc24cf97ae33,release2,300,
0b57610b6f923431d6e15282b18314c9,1272,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD20b57610b6f923431d6e15282b18314c9,release1,300,
a94f94b38a88279ee812774b9c826911,6579,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,15,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2a94f94b38a88279ee812774b9c826911,release1,300,
e0c69ab177479fd566cb5cf220b6d708,6944,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2e0c69ab177479fd566cb5cf220b6d708,release1,300,
61b7634d8ca1fc202e1de99651fe59c8,6942,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,1,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD261b7634d8ca1fc202e1de99651fe59c8,release1,300,
c2c59dfa6b70282e11aa8ac327adc1f3,6943,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2c2c59dfa6b70282e11aa8ac327adc1f3,release1,300,
d6b4e4c089088189e6e84513c5351a76,6945,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2d6b4e4c089088189e6e84513c5351a76,release1,300,
192fd347c3b20812cda013ffbc8358eb,6946,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2192fd347c3b20812cda013ffbc8358eb,release1,300,
f08589fb3e5f8f3178a808ed2c98c08e,7114,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,40,,TRUE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD2f08589fb3e5f8f3178a808ed2c98c08e,release1,300,
0866b406cf9e33d39b0dc3745cec563c,7111,,,,,,,,,Individual swabs tested,,,swabbing,,,Bd,0,,FALSE,FALSE,unspecified PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD20866b406cf9e33d39b0dc3745cec563c,release1,300,
00509cf2c1ebe011de48b234cffca41b,6937,,,,,,,,,Individual swabs tested,,,tissue,,,Bd,0,,FALSE,FALSE,histology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsD200509cf2c1ebe011de48b234cffca41b,release1,300,
