country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId,
Australia,"Wongai State Forest, SEQ",1998,192aa862f80932dd5a4a1447381342a0,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300674,,-25.417,152.533,,,,,,,,,,,,,,74,,,,,Decimal degrees,,,,74,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2192aa862f80932dd5a4a1447381342a0,release1,300,
Australia,"Southern branch Kroombit Creek, above junction with north branch, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",2005,192e9ea428372c33f18fd6a946a738f5,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300686,,-24.38611,151.00639,,,,,,,,,,,,,,576,,,,,Decimal degrees,,,,576,,,D | 1 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2192e9ea428372c33f18fd6a946a738f5,release1,300,
Australia,"Thagoona, Qld",1997,1963b326d0ac62cc04c53f49cfa15a84,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300607,,-27.61667,152.61667,,,,,,,,,,,,,,172,,,,,Decimal degrees,,,,172,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21963b326d0ac62cc04c53f49cfa15a84,release1,300,
Australia,"Swan Bay, northern coast of NSW",2012,197a097058340cf48fc97871570cc1e9,"Lettoof, Damian - damian.lettoof[at]sydney.edu.au",,,,Australasia,,,,301036,,-29.127279,153.277681,,,,,,,,,,,,,,,,,,,"UTM coordinates, converted",,,,,10,,ND | 0 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN2197a097058340cf48fc97871570cc1e9,release2,300,
Australia,"Piper's Creek, Kosciuszko National Park",2013,19a7a8caff4bd9b74461a11ba8617ddf,"Brannelly, Laura - laura.brannelly[at]my.jcu.edu.au",,,,Australasia,,,,300999,,-36.372,148.452,,,,,,,,,,,,,,1543,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,9,,D | 2 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN219a7a8caff4bd9b74461a11ba8617ddf,release2,300,
Australia,1.5 KM SE Yallingup,1999,19f5d96f5982e30082c9919fb62a3bb5,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300420,,-33.66667,115.01667,,,,,,,,,,,,,,7,,,,,Decimal degrees,,,,7,,,D | 2 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB219f5d96f5982e30082c9919fb62a3bb5,release1,300,
Australia,"Railway Av, Endeavour Valley",2003,1a4fafae98bc69d752f8028d9fe8a156,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300858,,-15.44111,145.13028,,,,,,,,,,,,,,38,,,,,Decimal degrees,,,,38,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21a4fafae98bc69d752f8028d9fe8a156,release1,300,
Australia,Buderim,1999,1a56058b7adfa14c413116ff39be9035,"Berger, Lee - Lee.Berger[at]dah.csiro.au",,,,Australasia,,,,300166,,-26.69449,153.0435,,,,,,,,,,,,,,61,,,,,Decimal degrees,,,,61,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21a56058b7adfa14c413116ff39be9035,release1,300,
Australia,Fong On Bay Rd junction,2007,1ab32b129059e3fe487d59b09b6fcfe7,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300818,,-17.16417,145.62278,,,,,,,,,,,,,,696,,,,,Decimal degrees,,,,696,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21ab32b129059e3fe487d59b09b6fcfe7,release1,300,
Australia,"200-m transect along creek from Bridge 7, Murray Upper National Park (Kirrama)",2007,1ac4013e4f663a61240c36939c259107,"Grogan, Laura F - laura.f.grogan[at]gmail.com",,,,Australasia,,,,300911,,-18.183333,145.866667,,,,,,,,,,,,,,206,,,,,"DMS, converted",,,,206,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21ac4013e4f663a61240c36939c259107,release1,300,
Australia,Cradle Mtn Kitchen,2005,1ac479f40c3cf49c2013d3ace36c7efc,"Obendorf, David - davidobendorf[at]tassie.net.auMurray, Kris - k.murray1[at]uq.edu.au",,,,Australasia,,,,300261,,-41.67561,145.94278,,,,,,,,,,,,,,1280,,,,,Decimal degrees,,,,1280,,,D | 1 | 1,Tasmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21ac479f40c3cf49c2013d3ace36c7efc,release1,300,
Australia,Mount Lewis 16.2 km,2001,1b5a179cb9796895971a14e1b12252db,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300831,,-16.57361,145.26833,,,,,,,,,,,,,,970,,,,,Decimal degrees,,,,970,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21b5a179cb9796895971a14e1b12252db,release1,300,
Australia,5 KM S of Margaret River,1992,1b90bbb3820eff80ab8939f1125986ae,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300399,,-33.98333,115.11667,,,,,,,,,,,,,,13,,,,,Decimal degrees,,,,13,,,D | 1 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21b90bbb3820eff80ab8939f1125986ae,release1,300,
Australia,Tully Gorge National Park,2005,1b989773167ce05df8f79096296febe0,"Grogan, Laura - l.grogan[at]griffith.edu",,,,Australasia,,,9,301057,,-17.766667,145.633333,,,,,,,,,,,,,,,,,,,"DMS, converted",,,,,11,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21b989773167ce05df8f79096296febe0,release2,300,
Australia,Nannup,2008,1ba5ec197ab1c5355096621ad623e6a4,"Roberts, Dale - dale.roberts[at]uwa.edu.au",,,,Australasia,,,30,301113,,-34.03361,115.8125,,,,,,,,,,,,,,,,,,,Decimal degrees,,,,,7,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21ba5ec197ab1c5355096621ad623e6a4,release2,300,
Australia,"Ogilvies Ephemeral site, Kosciuszko National Park",2013,1bb0836cd20e246157ac9d2044d92e49,"Brannelly, Laura - laura.brannelly[at]my.jcu.edu.au",,,,Australasia,,,,301009,,-35.96,148.399,,,,,,,,,,,,,,1331,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,9,,D | 1 | 1,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21bb0836cd20e246157ac9d2044d92e49,release2,300,
Australia,"Three Mile dam, Kosciuszko National Park",2013,1bddaaa7bb6f7eff63d5574a7400d4eb,"Scheele, Ben - ben.scheele[at]anu.edu.au",,,,Australasia,,,,301011,,-35.891111,148.449722,,,,,,,,,,,,,,1471,,,,,"DMS, converted",,,,,1,,D | 1 | 1,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21bddaaa7bb6f7eff63d5574a7400d4eb,release2,300,
Australia,1 KM S Witchcliffe,1999,1c1494821721376101e54f16ac0df635,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300390,,-34.03333,115.1,,,,,,,,,,,,,,18,,,,,Decimal degrees,,,,18,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21c1494821721376101e54f16ac0df635,release1,300,
Australia,"Head of north branch of Degail Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",2005,1c3a9e627ffccef251642886cbcc8a5c,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300688,,-24.37361,151.03222,,,,,,,,,,,,,,528,,,,,Decimal degrees,,,,528,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21c3a9e627ffccef251642886cbcc8a5c,release1,300,
Australia,"Ashendon Rd, Pickering Brook",1993,1c69c1dd1121771283cd138b7827d936,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300459,,-32.05,116.18333,,,,,,,,,,,,,,298,,,,,Decimal degrees,,,,298,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21c69c1dd1121771283cd138b7827d936,release1,300,
Australia,Unknown,2013,1c794cefab81002295c595898c14996d,Laura Brannelly,,,Laura Brannelly,,,,29,,,-35.958,148.401,,,,,,,,,,,,,,,,,30,,,,,,1404,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQT21c794cefab81002295c595898c14996d,zawacki,222,
Australia,Conondale Range,1999,1c821134fd00da5dcc3eeb95d24d5f14,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300645,,-26.833,152.683,,,,,,,,,,,,,,471,,,,,Decimal degrees,,,,471,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21c821134fd00da5dcc3eeb95d24d5f14,release1,300,
Australia,Waterhouse Pond 2,2005,1d20efe8f1715c41b1c9a151b861b453,"Obendorf, David - davidobendorf[at]tassie.net.auMurray, Kris - k.murray1[at]uq.edu.au",,,,Australasia,,,,300294,,-40.88786,147.63031,,,,,,,,,,,,,,27,,,,,Decimal degrees,,,,27,,,ND | <unk> | <unk>,Tasmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21d20efe8f1715c41b1c9a151b861b453,release1,300,
Australia,"Pierces Creek pine forest, Brindabella Range, W of Canberra",1993,1d6ff8a8c0fd0f4a93d7396b3c9d03e8,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300329,,-35.367,148.917,,,,,,,,,,,,,,722,,,,,Decimal degrees,,,,722,,,ND | 0 | 1,Australian Capital Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21d6ff8a8c0fd0f4a93d7396b3c9d03e8,release1,300,
Australia,Ginini North,1997,1dd3909430348ef47533b99d24ea2c30,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300322,,-35.5201,148.78438,,,,,,,,,,,,,,1309,,,,,Decimal degrees,,,,1309,,,ND | 0 | 1,Australian Capital Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21dd3909430348ef47533b99d24ea2c30,release1,300,
Australia,"Big Brook, Western Australia",2010,1de8f9cb1302de5bb834e4bc18a3c585,See reference,,,,Australasia,,,,300163,,-32.8884,116.118,,,,,,,,,,,,,,291,,,,,Decimal degrees,,,,291,,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21de8f9cb1302de5bb834e4bc18a3c585,release1,300,
Australia,Belmore Creek near Croydon,2016,1df534c2f29877abc76fb84fff3ce668,"Catullo, Renee - renee.catullo[at]gmail.com",,,,Australasia,,,16,300979,,-18.166,142.216,,,,,,,,,,,,,,,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,1,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21df534c2f29877abc76fb84fff3ce668,release2,300,
Australia,"Robertson River site 1, near Cobbold Gorge Nature Reserve",2016,1df90e14d2360faf3d5624983c78a512,"Catullo, Renee - renee.catullo[at]gmail.com",,,,Australasia,,,18,300976,,-18.808,143.402,,,,,,,,,,,,,,,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,1,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21df90e14d2360faf3d5624983c78a512,release2,300,
Australia,Tully Gorge National Park,2007,1e2d7064a789c521385290a333cc86ca,"Grogan, Laura - l.grogan[at]griffith.edu",,,,Australasia,,,24,301057,,-17.766667,145.633333,,,,,,,,,,,,,,,,,,,"DMS, converted",,,,,10,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21e2d7064a789c521385290a333cc86ca,release2,300,
Australia,"Sponar's Creek, Kosciuszko National Park",2013,1e58cdf4c8aa207a4689a3f067c5e1cd,"Brannelly, Laura - laura.brannelly[at]my.jcu.edu.au",,,,Australasia,,,12,301001,,-36.359,148.5,,,,,,,,,,,,,,1515,,,,,"DMS, converted",,,,,11,,D | 2 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21e58cdf4c8aa207a4689a3f067c5e1cd,release2,300,
Australia,Cape Melville Camp Creek 0,2001,1e86d413f50b3d8d9e90c6e14aa803ea,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300864,,-14.25833,144.46111,,,,,,,,,,,,,,282,,,,,Decimal degrees,,,,282,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21e86d413f50b3d8d9e90c6e14aa803ea,release1,300,
Australia,"Horsehair Plain, Vic Alps",1999,1f2a0a652ab493ff844233d011242530,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300303,,-37.049,147.331,,,,,,,,,,,,,,1190,,,,,Decimal degrees,,,,1190,,,ND | 0 | 1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21f2a0a652ab493ff844233d011242530,release1,300,
Australia,Unknown,2013,1f2faf83f1af61c1372be5181b3b05e1,Laura Brannelly,,,Laura Brannelly,,,,4,,,-36.359,148.484,,,,,,,,,,,,,,,,,30,,,,,,1519,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQT21f2faf83f1af61c1372be5181b3b05e1,zawacki,222,
Australia,"Narawang Wetland, Sydney Olympic Park, 3 of 7 ponds",2006,1f3830ecbe0b2b5636a209f2799b937a,"Stockwell, Michelle P - michelle.stockwell[at]newcastle.edu.au",,,,Australasia,,,16,301022,,-33.836226,151.063079,,,,,,,,,,,,,,,,,,,"Google Earth, NSW topo maps",,,,,11,,D | 1 | 3,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21f3830ecbe0b2b5636a209f2799b937a,release2,300,
Australia,"Kosciuszko National Park and Micalong State Forest, 16 sites",2012,1f40016243e7c8a4d1d09b74e3c6d529,"Scheele, Ben - ben.scheele[at]anu.edu.au",,,,Australasia,,,,930004,,-35.48686,148.352716,,,,,,,,,,,,,,,,,,,"Species record NOT FOR GEOSPATIAL ANALYSIS; coordinate center of NP, 16 sites",,,,,,,NA | NA | NA,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN21f40016243e7c8a4d1d09b74e3c6d529,release2,300,
Australia,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",2005,1f6cd753753178c46be876ff4874b271,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300560,,-28.35194,150.61278,,,,,,,,,,,,,,259,,,,,Decimal degrees,,,,259,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21f6cd753753178c46be876ff4874b271,release1,300,
Australia,"Ferndale, Perth, Western Australia",1998,1f7b76737842a2a1071a3e76381149b8,"Berger, Lee - Lee.Berger[at]dah.csiro.au",,,,Australasia,,,,300025,,-32.031,115.924,,,,,,,,,,,,,,75,,,,,Decimal degrees,,,,75,,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21f7b76737842a2a1071a3e76381149b8,release1,300,
Australia,"Perry Lakes, Perth",1992,1f808a187a679938717d6d948b66c0f2,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300478,,-31.93333,115.78333,,,,,,,,,,,,,,11,,,,,Decimal degrees,,,,11,,,D | 3 | 5,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB21f808a187a679938717d6d948b66c0f2,release1,300,
Australia,Unknown,2013,2030269952e96b49c49445abed983a6c,Laura Brannelly,,,Laura Brannelly,,,,15,,,-35.958,148.401,,,,,,,,,,,,,,,,,30,,,,,,1404,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQT22030269952e96b49c49445abed983a6c,zawacki,222,
Australia,Dinner Falls,2004,2050fe885d6411a084516b8f00745bc7,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300800,,-17.42611,145.48944,,,,,,,,,,,,,,919,,,,,Decimal degrees,,,,919,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB22050fe885d6411a084516b8f00745bc7,release1,300,
Australia,Cooleman Creek Fire Trail,2006,20790f5f6944484a9c4b038da292c88c,"Hunter, David - david.hunter[at]environment.nsw.gov.au",,,,Australasia,,,,300327,,-35.43793,148.6008,,,,,,,,,,,,,,869,,,,,Decimal degrees,,,,869,,,D | 1 | 1,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB220790f5f6944484a9c4b038da292c88c,release1,300,
Australia,"unnamed creek in Tully Gorge National Park, 150-m transect",2007,20da5e0634d5fa78959a5a928a69aab7,"Grogan, Laura F - laura.f.grogan[at]gmail.com",,,,Australasia,,,,300912,,-17.75,145.633333,,,,,,,,,,,,,,130,,,,,"DMS, converted",,,,130,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB220da5e0634d5fa78959a5a928a69aab7,release1,300,
Australia,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",2005,20f70395355e98443a272e4597c24566,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300681,,-24.4125,151.03361,,,,,,,,,,,,,,516,,,,,Decimal degrees,,,,516,,,D | 2 | 3,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB220f70395355e98443a272e4597c24566,release1,300,
Australia,"Bundaroo Creek, Mary River catchment",2004,2116209f8b38db75ad4719e4d2f5039f,"Kriger, Kerry M - kerry[at]savethefrogs.com",,,,Australasia,,,,300659,,-26.693056,152.611111,,,,,,,,,,,,,,495,,,,,"DMS, converted",,,,495,,,D | 2 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB22116209f8b38db75ad4719e4d2f5039f,release1,300,
Australia,"Perth, Western Australia, petshop tadpoles",1998,212d20c1259f41c6d6b9fcec8af7c740,"Berger, Lee - Lee.Berger[at]dah.csiro.au",,,,Australasia,,,,300027,,-31.95,115.86667,,,,,,,,,,,,,,,,,110,,Decimal degreescoordinate error based on 3 decimal-place precision of coordinates,,,,,,,D | 2 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2212d20c1259f41c6d6b9fcec8af7c740,release1,300,
Australia,"Ogilvies Dam, Kosciuszko National Park",2013,212e6071d4794072b07d7651e960f6af,"Brannelly, Laura - laura.brannelly[at]my.jcu.edu.au",,,,Australasia,,,15,301007,,-36.015831,148.327788,,,,,,,,,,,,,,,,,250,,"Google Earth, NSW topo maps",,,,,9,,D | 2 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN2212e6071d4794072b07d7651e960f6af,release2,300,
Australia,"Lamington NP, SEQ",1996,218ddf2e0b08e11ebcc098041a403181,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300577,,-28.21917,153.1386,,,,,,,,,,,,,,660,,,,,Decimal degrees,,,,660,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2218ddf2e0b08e11ebcc098041a403181,release1,300,
Australia,Burketown Rd,2005,219ad0dbc2ed6e31132f6bc8448698ae,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300772,,-17.72056,141.02194,,,,,,,,,,,,,,9,,,,,Decimal degrees,,,,9,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2219ad0dbc2ed6e31132f6bc8448698ae,release1,300,
Australia,Arthur Pieman13,2007,21d4d133be9996534ef3ae913fe29b3b,"Driessen, Michael M - michael.driessen[at]dpipwe.tas.gov.au",,,,Australasia,,,,300284,,-41.33297,145.01405,,,,,,,,,,,,,,248,,,,,Decimal degrees,,,,248,1,,D | <unk> | <unk>,Tasmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB221d4d133be9996534ef3ae913fe29b3b,release1,300,
Australia,Lacey Creek,2000,22504e59ccd330cc34487df61fc487c9,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300758,,-17.85222,146.06333,,,,,,,,,,,,,,142,,,,,Decimal degrees,,,,142,,,ND | 0 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB222504e59ccd330cc34487df61fc487c9,release1,300,
Australia,Mt. Cooke,1991,22612a25ad2b3f25d9c5858cd69248ab,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300439,,-32.41667,116.3,,,,,,,,,,,,,,553,,,,,Decimal degrees,,,,553,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB222612a25ad2b3f25d9c5858cd69248ab,release1,300,
Australia,10 KM S Yallingup,1999,227efdc1e240f903632c7ff02987f9ba,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300418,,-33.71667,115.03333,,,,,,,,,,,,,,2,,,,,Decimal degrees,,,,2,,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2227efdc1e240f903632c7ff02987f9ba,release1,300,
Australia,"Victoria Park, Perth",1998,22bf393437bc91ee80b06389e8ddcbe0,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300475,,-31.95,115.86667,,,,,,,,,,,,,,52,,,,,Decimal degrees,,,,52,,,D | 1 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB222bf393437bc91ee80b06389e8ddcbe0,release1,300,
Australia,"Eungella National Park, Queensland",2005,22c63e3619fd22478bea51500ddd408f,"Kriger, Kerry M - kmk5g[at]yahoo.com",,,,Australasia,,,,300082,,-21.08,148.64,,,,,,,,,,,,,,150,,,,,Decimal degrees,,,,150,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB222c63e3619fd22478bea51500ddd408f,release1,300,
Australia,"Tully - Intens Monit Site, Qld",2001,22dae80d52b6a5fae23e3eee4550f984,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300761,,-17.77361,145.64472,,,,,,,,,,,,,,356,,,,,Decimal degrees,,,,356,,,D | 4 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB222dae80d52b6a5fae23e3eee4550f984,release1,300,
